Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,Sub_metering_remainder
2007-04-10,777.364,148.940,240.814,2.347,209.000,742.000,2572.000,10.567,1.000,0.833,0.667,0.000,9433.067
2007-04-11,887.482,192.446,241.155,2.619,0.000,1112.000,6421.000,10.567,1.000,0.833,0.667,0.000,7258.367
2007-04-12,537.706,147.812,240.256,1.598,0.000,541.000,1818.000,10.567,1.000,0.833,0.667,0.000,6602.767
2007-04-13,551.022,151.640,240.050,1.643,0.000,558.000,1988.000,10.567,1.000,0.833,0.667,0.000,6637.700
2007-04-14,554.268,155.610,240.313,1.651,0.000,578.000,2008.000,10.567,1.000,0.833,0.667,0.000,6651.800
2007-04-15,726.164,171.544,240.237,2.187,0.000,1026.000,2893.000,10.567,1.000,0.833,0.667,0.000,8183.733
2007-04-16,952.390,186.074,240.657,2.872,952.000,1305.000,4656.000,10.567,1.000,0.833,0.667,0.000,8960.167
2007-04-17,1223.734,218.354,240.196,3.691,1532.000,389.000,6199.000,10.567,1.000,0.833,0.667,0.000,12275.567
2007-04-18,998.246,165.224,240.147,2.995,1579.000,355.000,3430.000,10.567,1.000,0.833,0.667,0.000,11273.433
2007-04-19,1028.658,149.660,240.430,3.056,733.000,1605.000,5748.000,10.567,1.000,0.833,0.667,0.000,9058.300
2007-04-20,822.580,145.646,240.133,2.495,1069.000,360.000,3499.000,10.567,1.000,0.833,0.667,0.000,8781.667
2007-04-21,1673.656,212.658,239.213,5.036,6575.000,463.000,11129.000,10.567,1.000,0.833,0.667,0.000,9727.267
2007-04-22,2233.714,267.194,239.609,6.688,4264.000,2287.000,11102.000,10.567,1.000,0.833,0.667,0.000,19575.567
2007-04-23,1054.566,135.640,237.236,3.264,1402.000,506.000,6005.000,10.567,1.000,0.833,0.667,0.000,9663.100
2007-04-24,1032.100,135.264,235.345,3.145,1125.000,527.000,6680.000,10.567,1.000,0.833,0.667,0.000,8869.667
2007-04-25,1264.162,164.736,234.941,3.858,0.000,1469.000,8812.000,10.567,1.000,0.833,0.667,0.000,10788.367
2007-04-26,1275.466,163.606,234.787,3.924,1324.000,1845.000,7163.000,10.567,1.000,0.833,0.667,0.000,10925.767
2007-04-27,1094.332,161.928,235.216,3.312,1772.000,545.000,4756.000,10.567,1.000,0.833,0.667,0.000,11165.867
2007-04-28,22.738,2.860,233.986,4.638,0.000,18.000,0.000,10.567,1.000,0.833,0.667,0.000,360.967
2007-04-30,420.822,71.718,234.870,3.239,1214.000,500.000,1131.000,10.567,1.000,0.833,0.667,0.000,4168.700
2007-05-01,1663.858,181.608,234.679,5.073,4005.000,995.000,8546.000,81.367,13.000,6.667,2.333,0.000,14184.967
2007-05-02,1003.486,160.092,235.582,3.142,7.000,1490.000,3754.000,81.367,13.000,6.667,2.333,0.000,11473.767
2007-05-03,1090.238,150.942,235.135,3.308,1906.000,1725.000,7836.000,81.367,13.000,6.667,2.333,0.000,6703.633
2007-05-04,998.128,174.740,235.710,3.078,2259.000,538.000,3990.000,81.367,13.000,6.667,2.333,0.000,9848.467
2007-05-05,1563.052,174.102,235.035,4.736,2913.000,2493.000,11303.000,81.367,13.000,6.667,2.333,0.000,9341.867
2007-05-06,2102.104,182.336,234.410,6.409,3215.000,949.000,10095.000,81.367,13.000,6.667,2.333,0.000,20776.067
2007-05-07,1643.664,168.918,234.537,4.981,946.000,4935.000,9433.000,81.367,13.000,6.667,2.333,0.000,12080.400
2007-05-08,1789.292,181.612,234.906,5.356,4581.000,2011.000,8777.000,81.367,13.000,6.667,2.333,0.000,14452.533
2007-05-09,1665.736,183.484,234.874,5.056,3018.000,5631.000,9474.000,81.367,13.000,6.667,2.333,0.000,9639.267
2007-05-10,707.884,168.314,235.796,2.207,946.000,534.000,3261.000,81.367,13.000,6.667,2.333,0.000,7057.067
2007-05-11,979.154,132.096,235.230,3.028,926.000,491.000,6471.000,81.367,13.000,6.667,2.333,0.000,8431.233
2007-05-12,1441.566,209.172,234.723,4.361,2247.000,1075.000,10408.000,81.367,13.000,6.667,2.333,0.000,10296.100
2007-05-13,1634.738,220.670,235.709,4.969,3612.000,2414.000,8958.000,81.367,13.000,6.667,2.333,0.000,12261.633
2007-05-14,1467.782,298.552,235.690,4.574,3176.000,2417.000,5517.000,81.367,13.000,6.667,2.333,0.000,13353.033
2007-05-15,904.392,111.182,235.612,2.733,0.000,408.000,5318.000,81.367,13.000,6.667,2.333,0.000,9347.200
2007-05-16,1692.944,135.894,235.261,5.072,2213.000,5756.000,9077.000,81.367,13.000,6.667,2.333,0.000,11169.733
2007-05-17,1231.816,131.188,235.868,3.721,1014.000,2073.000,7687.000,81.367,13.000,6.667,2.333,0.000,9756.267
2007-05-18,1631.530,171.258,235.995,4.877,3270.000,3913.000,8116.000,81.367,13.000,6.667,2.333,0.000,11893.167
2007-05-19,1429.442,167.858,234.945,4.319,4683.000,530.000,7022.000,81.367,13.000,6.667,2.333,0.000,11589.033
2007-05-20,1968.328,187.532,235.348,5.942,5420.000,1733.000,7611.000,81.367,13.000,6.667,2.333,0.000,18041.467
2007-05-21,1120.062,117.280,234.692,3.339,0.000,468.000,9060.000,81.367,13.000,6.667,2.333,0.000,9139.700
2007-05-22,1132.852,128.916,235.481,3.400,931.000,3966.000,3984.000,81.367,13.000,6.667,2.333,0.000,9999.867
2007-05-23,1464.936,165.878,234.812,4.398,956.000,3792.000,8119.000,81.367,13.000,6.667,2.333,0.000,11548.600
2007-05-24,1154.388,135.560,235.546,3.462,955.000,4116.000,4746.000,81.367,13.000,6.667,2.333,0.000,9422.800
2007-05-25,1614.220,174.588,234.447,4.863,8060.000,586.000,6539.000,81.367,13.000,6.667,2.333,0.000,11718.667
2007-05-26,1512.248,174.240,235.070,4.563,2373.000,2754.000,8628.000,81.367,13.000,6.667,2.333,0.000,11449.133
2007-05-27,2153.808,219.894,234.908,6.507,4366.000,5534.000,10444.000,81.367,13.000,6.667,2.333,0.000,15552.800
2007-05-28,1637.468,151.100,234.907,4.922,4554.000,473.000,9586.000,81.367,13.000,6.667,2.333,0.000,12678.133
2007-05-29,1061.340,113.244,235.694,3.207,0.000,1907.000,4332.000,81.367,13.000,6.667,2.333,0.000,11450.000
2007-05-30,1609.866,147.058,234.831,4.828,2250.000,5948.000,7804.000,81.367,13.000,6.667,2.333,0.000,10829.100
2007-05-31,938.550,129.586,235.097,2.792,935.000,477.000,3552.000,81.367,13.000,6.667,2.333,0.000,10678.500
2007-06-01,1044.918,143.182,235.323,3.136,0.000,483.000,7664.000,45.467,10.333,4.000,0.667,0.000,9268.300
2007-06-02,1484.362,166.108,234.469,4.474,3971.000,1250.000,7633.000,45.467,10.333,4.000,0.667,0.000,11885.367
2007-06-03,2108.026,182.458,234.762,6.353,4985.000,7529.000,8334.000,45.467,10.333,4.000,0.667,0.000,14285.767
2007-06-04,911.618,223.192,234.748,2.822,1585.000,836.000,4533.000,45.467,10.333,4.000,0.667,0.000,8239.633
2007-06-05,1458.892,255.692,234.693,4.465,4484.000,1027.000,6448.000,45.467,10.333,4.000,0.667,0.000,12355.867
2007-06-06,1693.638,231.060,234.622,5.109,3329.000,829.000,11663.000,45.467,10.333,4.000,0.667,0.000,12406.300
2007-06-07,985.002,172.334,234.479,2.982,985.000,699.000,3959.000,45.467,10.333,4.000,0.667,0.000,10773.700
2007-06-08,2148.046,229.732,236.197,6.448,2799.000,11440.000,11380.000,45.467,10.333,4.000,0.667,0.000,10181.767
2007-06-09,1059.814,226.656,240.705,3.256,852.000,596.000,6590.000,45.467,10.333,4.000,0.667,0.000,9625.567
2007-06-10,1340.812,239.092,240.844,4.006,4202.000,1924.000,5983.000,45.467,10.333,4.000,0.667,0.000,10237.867
2007-06-11,794.654,194.634,240.857,2.418,0.000,487.000,5328.000,45.467,10.333,4.000,0.667,0.000,7429.233
2007-06-12,918.766,216.416,240.225,2.859,1882.000,475.000,3898.000,45.467,10.333,4.000,0.667,0.000,9057.767
2007-06-13,927.272,208.260,240.398,2.818,957.000,857.000,5216.000,45.467,10.333,4.000,0.667,0.000,8424.533
2007-06-14,1259.084,231.696,239.848,3.783,3322.000,2147.000,7054.000,45.467,10.333,4.000,0.667,0.000,8461.733
2007-06-15,989.604,251.762,240.464,3.066,2269.000,4011.000,4547.000,45.467,10.333,4.000,0.667,0.000,5666.400
2007-06-16,2017.762,307.558,239.502,5.975,3289.000,4498.000,11108.000,45.467,10.333,4.000,0.667,0.000,14734.367
2007-06-17,1947.090,239.814,240.219,5.769,4124.000,5038.000,8734.000,45.467,10.333,4.000,0.667,0.000,14555.500
2007-06-18,678.474,180.810,240.776,2.079,0.000,529.000,4241.000,45.467,10.333,4.000,0.667,0.000,6537.900
2007-06-19,842.360,187.986,240.269,2.561,973.000,535.000,4357.000,45.467,10.333,4.000,0.667,0.000,8174.333
2007-06-20,1074.286,227.302,240.156,3.307,1761.000,2588.000,5106.000,45.467,10.333,4.000,0.667,0.000,8449.767
2007-06-21,806.946,222.546,240.575,2.501,932.000,2400.000,3711.000,45.467,10.333,4.000,0.667,0.000,6406.100
2007-06-22,566.294,208.526,240.836,1.807,0.000,951.000,3482.000,45.467,10.333,4.000,0.667,0.000,5005.233
2007-06-23,477.566,193.120,240.319,1.536,0.000,786.000,2402.000,45.467,10.333,4.000,0.667,0.000,4771.433
2007-06-24,714.656,179.362,241.132,2.208,0.000,791.000,3449.000,45.467,10.333,4.000,0.667,0.000,7670.933
2007-06-25,1072.202,197.270,240.422,3.250,1985.000,3621.000,4816.000,45.467,10.333,4.000,0.667,0.000,7448.033
2007-06-26,944.908,182.420,240.095,2.877,971.000,1334.000,5231.000,45.467,10.333,4.000,0.667,0.000,8212.467
2007-06-27,1480.826,206.998,239.758,4.429,2603.000,6451.000,7270.000,45.467,10.333,4.000,0.667,0.000,8356.433
2007-06-28,1295.438,217.446,239.424,3.890,0.000,4368.000,9541.000,45.467,10.333,4.000,0.667,0.000,7681.633
2007-06-29,1304.198,206.194,240.182,3.942,4363.000,667.000,6797.000,45.467,10.333,4.000,0.667,0.000,9909.633
2007-06-30,1335.314,188.354,240.012,3.972,3049.000,792.000,8376.000,45.467,10.333,4.000,0.667,0.000,10038.233
2007-07-01,1026.664,172.448,240.067,3.081,969.000,736.000,4690.000,78.050,12.667,5.167,3.500,0.000,10716.067
2007-07-02,967.032,176.924,240.672,2.928,1018.000,5281.000,3445.000,78.050,12.667,5.167,3.500,0.000,6373.200
2007-07-03,1059.912,180.338,240.187,3.231,467.000,3214.000,4695.000,78.050,12.667,5.167,3.500,0.000,9289.200
2007-07-04,1003.410,253.334,240.660,3.095,2329.000,2218.000,5632.000,78.050,12.667,5.167,3.500,0.000,6544.500
2007-07-05,1057.290,246.716,240.444,3.233,2922.000,770.000,3973.000,78.050,12.667,5.167,3.500,0.000,9956.500
2007-07-06,1069.524,219.350,240.599,3.269,2826.000,3563.000,4005.000,78.050,12.667,5.167,3.500,0.000,7431.400
2007-07-07,1358.206,214.044,239.910,4.035,997.000,3047.000,10177.000,78.050,12.667,5.167,3.500,0.000,8415.767
2007-07-08,1089.080,196.920,240.339,3.289,1825.000,2831.000,5277.000,78.050,12.667,5.167,3.500,0.000,8218.333
2007-07-09,1180.158,172.422,240.618,3.516,923.000,594.000,9386.000,78.050,12.667,5.167,3.500,0.000,8766.300
2007-07-10,908.324,176.244,239.983,2.786,67.000,2227.000,4631.000,78.050,12.667,5.167,3.500,0.000,8213.733
2007-07-11,722.352,153.856,241.030,2.199,1015.000,647.000,5284.000,78.050,12.667,5.167,3.500,0.000,5093.200
2007-07-12,1069.582,209.098,240.765,3.234,1029.000,2550.000,6419.000,78.050,12.667,5.167,3.500,0.000,7828.367
2007-07-13,794.382,206.694,240.855,2.451,0.000,633.000,4427.000,78.050,12.667,5.167,3.500,0.000,8179.700
2007-07-14,1288.170,258.450,241.292,3.894,3775.000,1968.000,6604.000,78.050,12.667,5.167,3.500,0.000,9122.500
2007-07-15,917.024,233.182,240.597,3.092,862.000,632.000,5585.000,78.050,12.667,5.167,3.500,0.000,8204.733
2007-07-16,853.674,233.960,236.507,2.661,830.000,695.000,4176.000,78.050,12.667,5.167,3.500,0.000,8526.900
2007-07-17,719.632,176.088,234.741,2.276,848.000,694.000,3335.000,78.050,12.667,5.167,3.500,0.000,7116.867
2007-07-18,757.082,156.514,231.088,2.387,909.000,671.000,4628.000,78.050,12.667,5.167,3.500,0.000,6410.033
2007-07-19,677.886,187.012,234.262,2.144,1068.000,703.000,3130.000,78.050,12.667,5.167,3.500,0.000,6397.100
2007-07-20,1110.422,223.118,235.569,3.452,2111.000,2418.000,4765.000,78.050,12.667,5.167,3.500,0.000,9213.033
2007-07-21,1060.248,236.158,234.257,3.292,428.000,512.000,7756.000,78.050,12.667,5.167,3.500,0.000,8974.800
2007-07-22,1375.774,218.246,235.964,4.227,7091.000,2136.000,5563.000,78.050,12.667,5.167,3.500,0.000,8139.567
2007-07-23,991.018,143.770,234.501,3.076,1747.000,1288.000,3847.000,78.050,12.667,5.167,3.500,0.000,9634.967
